,x,y,ref
0,702.843114611336,383.15378062171055,se-beaufort2
1,799.3937942523946,680.5298739161713,se-beaufort2
2,897.8754874862746,755.839404036197,se-beaufort2
3,998.2881943129755,622.599466131536,se-beaufort2
