,x,y,ref
0,198.84856688500986,520.2557457120139,barents3
1,200.77958047783102,427.56709325659756,barents3
2,200.77958047783102,394.7398621786376,barents3
3,399.6739805384118,87.70870092007112,barents3
4,399.6739805384118,180.39735337548734,barents3
5,395.8119533527695,238.32776116012258,barents3
6,594.7063534133504,315.5683048729695,barents3
