depth,lat,lon,nitrate,temp,sal,month
2.5,74.30672727272729,129.39835603636368,2.5595454545454546,-1.5889545454545455,29.774428571428572,4
7.5,74.27009999999999,129.21373831,2.198,-1.6316000000000002,30.381100000000004,4
12.5,74.27009999999999,129.21373497,2.433,-1.6372,30.728900000000003,4
17.5,74.3569,129.52197497000003,2.7300000000000004,-1.6493000000000002,31.085000000000008,4
22.5,74.1785,128.560391675,3.1375,-1.658,31.3285,4
27.5,74.4905,129.24908335,4.79,-1.4935,32.0875,4
