Cruise,Station,Type,yyyy-mm-ddThh:mm:ss.sss,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth [m],StnNo,CastNo,Depth [m],CTD-Temperature [・ｰC],CTD-Salinity,CTD-Oxygen [~$m~#mol/kg],CTD-Oxygen_SBE43 [~$m~#mol/kg],Fluorescence [~$m~#g/L],Transmission [%],PAR [~$m~#E/m~^2~#/s],LogE1 [m~^2~#/s~^3~#],LogE2 [m~^2~#/s~^3~#],LogX [K~^2~#/s],LogKrho1 [m~^2~#/s],LogKrho2 [m~^2~#/s],Salinity,Oxygen [~$m~#mol/kg],DIC [~$m~#mol/kg],Total Alkalinity [~$m~#mol/kg],Nitrate [~$m~#mol/kg],Nitrite [~$m~#mol/kg],Silicate [~$m~#mol/kg],Phosphate [~$m~#mol/kg],Ammonium [~$m~#mol/kg],Total N [~$m~#mol/kg],Chl-a [~$m~#g/L],Chl-a >20 ~$m~#m [~$m~#g/L],Chl-a 10-20 ~$m~#m [~$m~#g/L],Chl-a 2-10 ~$m~#m [~$m~#g/L],Chl-a <2 ~$m~#m [~$m~#g/L],d-POC_C1 [mgC/m~^3~#/day],d-POC_C2 [mgC/m~^3~#/day],Grad_Si [~$m~#mol/kg/m],Grad_P [~$m~#mol/kg/m],Grad_N [~$m~#mol/kg/m],Day of Year (station date) [days],Krho1 [m~^2~#/s],Krho2 [m~^2~#/s],Flux_Si1 [mmol/m~^2~#/s],Flux_Si2 [mmol/m~^2~#/s],Flux_P1 [mmol/m~^2~#/s],Flux_P2 [mmol/m~^2~#/s],Flux_N1 [mmol/m~^2~#/s],Flux_N2 [mmol/m~^2~#/s],Log_Flux_Si1 [mmol/m~^2~#/s],Log_Flux_Si2 [mmol/m~^2~#/s],Log_Flux_P1 [mmol/m~^2~#/s],Log_Flux_P2 [mmol/m~^2~#/s],Log_Flux_N1 [mmol/m~^2~#/s],Log_Flux_N2 [mmol/m~^2~#/s],Potential Density Anomaly ~$s~#~_0 [kg/m~^3]
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,17,2.2062,31.6522,383.35001,379.01999,0.583,96.737,23.597,-6.73,-6.43,-3.78,-3.95,-3.65,31.64493,395.66699,1970.19995,2175.12988,0.04,0,4.963,0.3933,-0.027,0.013,0.44,-999,-999,-999,-999,-999,-999,0.43599999,0.0173,0.003,257.1118,0.00011220183,0.00022387206,4.892E-05,9.760822E-05,1.94109E-06,3.87299E-06,3.3661E-07,6.7162E-07,-4.310469,-4.010472,-5.711895,-5.411898,-6.472812,-6.172815,25.279447
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,18,2.2111,31.6799,381.88,374.41,0.596,96.737,21.517,-6.75,-6.49,-3.81,-3.7,-3.44,31.70979,403.858,1976,2179.76001,0.04,0,5.399,0.4106,-0.024,0.016,0.457,-999,-999,-999,-999,-999,-999,0.435,0.0172,0.002,257.1118,0.00019952621,0.00036307801,8.67939E-05,0.00015793893,3.43185E-06,6.24494E-06,3.9905E-07,7.2616E-07,-4.061469,-3.801472,-5.464415,-5.204418,-6.398904,-6.138907,25.301247
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,19,2.6519,31.5932,370.20001,365.98999,0.56,96.814,18.901,-6.78,-6.56,-3.85,-3.45,-3.23,31.77464,412.04901,1981.80005,2184.37988,0.04,0,5.834,0.4278,-0.022,0.018,0.473,-999,-999,-999,-999,-999,-999,0.43599999,0.0172,0.002,257.1118,0.00035481335,0.00058884363,0.00015469862,0.00025673582,6.10279E-06,1.012811E-05,7.0963E-07,1.17769E-06,-3.810474,-3.590476,-5.214418,-4.99442,-6.148907,-5.928909,25.198356
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,20,2.7665,31.5289,362.22,357.01999,0.539,96.966,16.979,-7.11,-7.03,-4,-3.01,-2.93,31.8395,420.23999,1987.59998,2189,0.04,0,6.27,0.445,-0.02,0.02,0.49,-999,-999,-999,-999,-999,-999,-0.125,0.0102,0.066,257.1118,0.00097723724,0.00117489737,-0.00012215466,-0.00014686217,9.96782E-06,1.198395E-05,6.449766E-05,7.754323E-05,-999,-999,-5.001348,-4.921349,-4.190413,-4.110414,25.137902
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,21,2.8456,31.5135,358.45001,352.37,0.526,96.938,15.576,-6.87,-6.91,-3.61,-3.9,-3.94,31.88605,423.65799,1993.25,2192.1499,0.078,0,6.145,0.4552,0.008,0.086,0.488,-999,-999,-999,-999,-999,-999,-0.125,0.0103,0.064,257.1118,0.00012589251,0.00011481535,-1.573656E-05,-1.435192E-05,1.29669E-06,1.1826E-06,8.05712E-06,7.34818E-06,-999,-999,-5.887102,-5.927102,-5.093768,-5.133767,25.11934
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,22,2.752,31.5312,357.88,362.79999,0.475,96.893,13.869,-7.6,-7.5,-3.99,-4.94,-4.85,31.9326,427.07501,1998.90002,2195.30005,0.115,0,6.02,0.4655,0.035,0.15,0.485,-999,-999,-999,-999,-999,-999,-0.125,0.0102,0.066,257.1118,1.148153E-05,1.412538E-05,-1.43519E-06,-1.76567E-06,1.1711E-07,1.4408E-07,7.5778E-07,9.3227E-07,-999,-999,-6.931328,-6.841329,-6.120393,-6.030394,25.141114
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,23,2.0414,31.6438,384.69,383.82001,0.468,97.011,12.523,-7.97,-8.11,-5.68,-5.43,-5.58,31.97915,430.492,2004.55005,2198.44995,0.153,0,5.895,0.4757,0.063,0.216,0.483,-999,-999,-999,-999,-999,-999,-0.125,0.0103,0.064,257.1118,3.71535E-06,2.63027E-06,-4.6442E-07,-3.2878E-07,3.827E-08,2.709E-08,2.3778E-07,1.6834E-07,-999,-999,-7.417086,-7.567085,-6.623751,-6.77375,25.284973
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,24,0.5511,31.918,435.59,410.82999,0.441,97.582,11.425,-6.73,-6.73,-4.06,-4.3,-4.3,32.0257,433.91,2010.19995,2201.6001,0.19,0,5.77,0.486,0.09,0.28,0.48,-999,-999,-999,-999,-999,-999,-0.32800001,0.046,0.359,257.1118,5.01187E-05,5.01187E-05,-1.643893E-05,-1.643893E-05,2.30546E-06,2.30546E-06,1.799261E-05,1.799261E-05,-999,-999,-5.637184,-5.637184,-4.744857,-4.744857,25.597471
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,25,0.2078,31.9974,452.35999,424.34,0.402,97.871,10.477,-9.33,-9.07,-7.48,-6.85,-6.57,32.0825,431.53,2020.84998,2204.62988,0.43,0.007,5.442,0.532,0.202,0.639,0.457,-999,-999,-999,-999,-999,-999,-0.329,0.046,0.35699999,257.1118,1.4125E-07,2.6915E-07,-4.647E-08,-8.855E-08,6.5E-09,1.238E-08,5.043E-08,9.609E-08,-999,-999,-8.187158,-7.907161,-7.297256,-7.01726,25.678799
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,26,0.0373,32.0699,456.23001,432.20001,0.386,97.943,9.309,-9.42,-9.65,-6.98,-6.91,-7.14,32.1393,429.14999,2031.5,2207.66992,0.67,0.013,5.113,0.578,0.313,0.996,0.433,-999,-999,-999,-999,-999,-999,-0.32800001,0.046,0.359,257.1118,1.2303E-07,7.244E-08,-4.035E-08,-2.376E-08,5.66E-09,3.33E-09,4.417E-08,2.601E-08,-999,-999,-8.247157,-8.477155,-7.354829,-7.584827,25.745382
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,27,-0.1745,32.1205,455.45999,437.92999,0.385,98.106,8.407,-10.32,-10.12,-7.91,-7.66,-7.46,32.1961,426.76999,2042.15002,2210.69995,0.91,0.02,4.785,0.624,0.425,1.355,0.41,-999,-999,-999,-999,-999,-999,-0.32800001,0.046,0.359,257.1118,2.188E-08,3.467E-08,-7.18E-09,-1.137E-08,1.01E-09,1.59E-09,7.85E-09,1.245E-08,-999,-999,-8.997149,-8.797151,-8.104822,-7.904824,25.795769
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,28,-0.4063,32.1753,456.87,442.47,0.363,98.2,7.666,-9.2,-9.45,-7.06,-6.57,-6.82,32.2529,424.39001,2052.80005,2213.72998,1.15,0.027,4.457,0.67,0.537,1.714,0.387,-999,-999,-999,-999,-999,-999,-0.329,0.046,0.35699999,257.1118,2.6915E-07,1.5136E-07,-8.855E-08,-4.98E-08,1.238E-08,6.96E-09,9.609E-08,5.403E-08,-999,-999,-7.907161,-8.157158,-7.01726,-7.267257,25.849812
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,29,-0.563,32.2164,453.47,444.47,0.33,98.215,6.89,-10.15,-10.05,-7.53,-7.4,-7.31,32.3097,422.01001,2063.44995,2216.77002,1.39,0.033,4.128,0.716,0.648,2.071,0.363,-999,-999,-999,-999,-999,-999,-0.32800001,0.046,0.359,257.1118,3.981E-08,4.898E-08,-1.306E-08,-1.606E-08,1.83E-09,2.25E-09,1.429E-08,1.758E-08,-999,-999,-8.737152,-8.647153,-7.844825,-7.754825,25.889283
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,30,-0.7141,32.2678,447.79001,445.85001,0.32,98.2,6.301,-10.19,-9.8,-7.32,-7.37,-6.97,32.3665,419.63,2074.1001,2219.80005,1.63,0.04,3.8,0.762,0.76,2.43,0.34,-999,-999,-999,-999,-999,-999,0.009,0.0746,0.824,257.1118,4.266E-08,1.0715E-07,3.8E-10,9.6E-10,3.18E-09,7.99E-09,3.515E-08,8.829E-08,-9.41566,-9.015664,-8.497173,-8.097177,-7.453996,-7.054,25.936581
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,31,-0.5858,32.3448,453.39001,439.97,0.334,98.298,5.727,-10.38,-9.68,-7.47,-7.36,-6.66,32.38377,409.45999,2083.01001,2220.54004,2.177,0.048,3.809,0.8366,1.029,3.254,0.323,-999,-999,-999,-999,-999,-999,0.009,0.0747,0.82499999,257.1118,4.365E-08,2.1878E-07,3.9E-10,1.97E-09,3.26E-09,1.634E-08,3.601E-08,1.8049E-07,-9.405661,-8.705668,-8.486592,-7.786599,-7.443469,-6.743476,25.994189
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,32,-0.6424,32.3755,447.44,431.82999,0.278,98.435,5.14,-10.3,-9.64,-7.7,-7.39,-6.72,32.40103,399.29001,2091.91992,2221.27002,2.725,0.056,3.818,0.9113,1.298,4.079,0.305,-999,-999,-999,-999,-999,-999,0.009,0.0746,0.82499999,257.1118,4.074E-08,1.9055E-07,3.7E-10,1.71E-09,3.04E-09,1.421E-08,3.361E-08,1.572E-07,-9.43566,-8.765667,-8.517173,-7.84718,-7.473469,-6.803476,26.021288
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,33,-0.7133,32.4082,427.84,418.87,0.237,98.598,4.66,-10.43,-9.86,-7.08,-7.47,-6.89,32.41829,389.12,2100.83008,2222.01001,3.272,0.065,3.827,0.9859,1.567,4.904,0.288,-999,-999,-999,-999,-999,-999,0.009,0.0746,0.824,257.1118,3.388E-08,1.2882E-07,3E-10,1.16E-09,2.53E-09,9.61E-09,2.792E-08,1.0615E-07,-9.515659,-8.935665,-8.597172,-8.017178,-7.553995,-6.974001,26.050498
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,34,-0.9658,32.4183,397.78,404.98999,0.198,98.805,4.269,-10.3,-9.78,-8.19,-7.31,-6.81,32.43555,378.95001,2109.73999,2222.75,3.819,0.073,3.836,1.0605,1.836,5.728,0.271,-999,-999,-999,-999,-999,-999,0.009,0.0747,0.824,257.1118,4.898E-08,1.5488E-07,4.4E-10,1.39E-09,3.66E-09,1.157E-08,4.036E-08,1.2762E-07,-9.355661,-8.855666,-8.436592,-7.936597,-7.393996,-6.894002,26.067636
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,35,-1.1147,32.4349,365.51999,398.48001,0.174,98.867,3.916,-10.46,-9.95,-7.77,-7.49,-6.97,32.45282,368.78,2118.6499,2223.47998,4.366,0.081,3.845,1.1352,2.105,6.552,0.254,-999,-999,-999,-999,-999,-999,0.01,0.0746,0.82599998,257.1118,3.236E-08,1.0715E-07,3.2E-10,1.07E-09,2.41E-09,7.99E-09,2.673E-08,8.851E-08,-9.489902,-8.969907,-8.617172,-8.097177,-7.572942,-7.052947,26.086005
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,36,-1.0397,32.476,389.45001,390.03,0.161,98.833,3.517,-10.36,-9.73,-8.24,-7.36,-6.74,32.47009,358.60999,2127.55005,2224.21997,4.914,0.089,3.855,1.2098,2.375,7.378,0.236,-999,-999,-999,-999,-999,-999,0.009,0.0747,0.824,257.1118,4.365E-08,1.8197E-07,3.9E-10,1.64E-09,3.26E-09,1.359E-08,3.597E-08,1.4994E-07,-9.405661,-8.785667,-8.486592,-7.866598,-7.443996,-6.824002,26.117043
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,37,-1.0366,32.4892,371.81,384.51001,0.155,98.863,3.192,-10.5,-10.05,-9.38,-7.57,-7.12,32.48735,348.44,2136.45996,2224.94995,5.461,0.097,3.864,1.2845,2.644,8.202,0.219,-999,-999,-999,-999,-999,-999,0.009,0.0746,0.824,257.1118,2.692E-08,7.586E-08,2.4E-10,6.8E-10,2.01E-09,5.66E-09,2.218E-08,6.251E-08,-9.615658,-9.165663,-8.697172,-8.247176,-7.653994,-7.203998,26.127761
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,38,-1.0388,32.5109,378.32999,375.14001,0.16,98.891,2.927,-10.37,-9.81,-8.69,-7.39,-6.83,32.50461,338.26999,2145.37012,2225.68994,6.008,0.105,3.873,1.3591,2.913,9.026,0.202,-999,-999,-999,-999,-999,-999,0.009,0.0746,0.82499999,257.1118,4.074E-08,1.4791E-07,3.7E-10,1.33E-09,3.04E-09,1.103E-08,3.361E-08,1.2203E-07,-9.43566,-8.875666,-8.517173,-7.957179,-7.473469,-6.913475,26.145534
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,39,-1.162,32.5181,357.98001,364.51001,0.156,98.949,2.675,-10.52,-9.93,-8.31,-7.49,-6.9,32.52187,328.10001,2154.28003,2226.42993,6.555,0.114,3.882,1.4337,3.182,9.851,0.185,-999,-999,-999,-999,-999,-999,0.009,0.0747,0.82499999,257.1118,3.236E-08,1.2589E-07,2.9E-10,1.13E-09,2.42E-09,9.4E-09,2.67E-08,1.0386E-07,-9.535659,-8.945665,-8.61659,-8.026597,-7.573468,-6.983474,26.155397
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,40,-1.2031,32.538,345.14999,350.95001,0.147,98.908,2.446,-10.2,-10.06,-7.84,-7.07,-6.97,32.53914,317.92999,2163.18994,2227.15991,7.103,0.122,3.891,1.5084,3.451,10.676,0.167,-999,-999,-999,-999,-999,-999,0.009,0.0746,0.824,257.1118,8.511E-08,1.0715E-07,7.7E-10,9.6E-10,6.35E-09,7.99E-09,7.013E-08,8.829E-08,-9.115664,-9.015664,-8.197177,-8.097177,-7.153999,-7.054,26.172905
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,41,-1.2769,32.5372,325.14001,327.73001,0.155,98.574,2.261,-10.54,-10.18,-8.66,-7.39,-7.04,32.5564,307.76001,2172.1001,2227.8999,7.65,0.13,3.9,1.583,3.72,11.5,0.15,-999,-999,-999,-999,-999,-999,0.36700001,0.0885,0.99800003,257.1118,4.074E-08,9.12E-08,1.495E-08,3.347E-08,3.61E-09,8.07E-09,4.066E-08,9.102E-08,-7.825253,-7.475257,-8.442969,-8.092973,-7.390793,-7.040797,26.174552
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,42,-1.392,32.5576,290.64001,310.89999,0.191,98.151,2.055,-10.48,-10.22,-8.97,-7.3,-7.03,32.576,302.258,2179.37988,2229.71997,8.238,0.145,4.267,1.6715,4.115,12.498,0.133,-999,-999,-999,-999,-999,-999,0.368,0.0885,0.99699998,257.1118,5.012E-08,9.333E-08,1.844E-08,3.434E-08,4.44E-09,8.26E-09,4.997E-08,9.305E-08,-7.734073,-7.464075,-8.352971,-8.082974,-7.30123,-7.031232,26.194464
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,43,-1.353,32.582,292.42001,303.54999,0.162,98.551,1.895,-10.46,-9.59,-8.79,-7.39,-6.52,32.5956,296.755,2186.6499,2231.55005,8.825,0.16,4.635,1.76,4.51,13.495,0.115,-999,-999,-999,-999,-999,-999,0.36700001,0.0885,0.99800003,257.1118,4.074E-08,3.02E-07,1.495E-08,1.1083E-07,3.61E-09,2.673E-08,4.066E-08,3.0139E-07,-7.825253,-6.955262,-8.442969,-7.572979,-7.390793,-6.520802,26.213259
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,44,-1.3344,32.5978,292.28,302.85999,0.155,98.97,1.74,-10.12,-10.11,-9.35,-7.12,-7.1,32.6152,291.25299,2193.91992,2233.37988,9.413,0.175,5.002,1.8485,4.905,14.493,0.097,-999,-999,-999,-999,-999,-999,0.368,0.0885,0.99699998,257.1118,7.586E-08,7.943E-08,2.792E-08,2.923E-08,6.71E-09,7.03E-09,7.563E-08,7.919E-08,-7.554074,-7.534074,-8.172972,-8.152972,-7.121231,-7.101231,26.225639
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,45,-1.2797,32.6126,309.45999,309.82999,0.125,99.103,1.584,-10.57,-9.73,-10.15,-7.53,-6.69,32.6348,285.75,2201.19995,2235.19995,10,0.19,5.37,1.937,5.3,15.49,0.08,-999,-999,-999,-999,-999,-999,1.37199998,0.0268,0.149,257.1118,2.951E-08,2.0417E-07,4.049E-08,2.8013E-07,7.9E-10,5.47E-09,4.4E-09,3.042E-08,-7.39257,-6.552578,-9.101771,-8.26178,-8.356728,-7.516736,26.236145
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,46,-1.2891,32.6233,315.70999,311.42001,0.133,99.152,1.449,-10.26,-10.58,-9.41,-7.17,-7.49,32.6477,283.50299,2202.92993,2236.37988,10.03,0.197,6.742,1.9638,5.412,15.639,0.08,-999,-999,-999,-999,-999,-999,1.37100005,0.0269,0.147,257.1118,6.761E-08,3.236E-08,9.269E-08,4.436E-08,1.82E-09,8.7E-10,9.94E-09,4.76E-09,-7.03289,-7.352886,-8.740158,-9.060154,-8.0026,-8.322597,26.245193
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,47,-1.3407,32.6477,305.04999,298.98999,0.124,99.019,1.328,-10.23,-9.69,-9.19,-7,-6.47,32.6606,281.25699,2204.66992,2237.57007,10.06,0.203,8.113,1.9907,5.523,15.786,0.08,-999,-999,-999,-999,-999,-999,1.37199998,0.0268,0.149,257.1118,1E-07,3.3884E-07,1.372E-07,4.6489E-07,2.68E-09,9.08E-09,1.49E-08,5.049E-08,-6.862575,-6.33258,-8.571777,-8.041782,-7.826733,-7.296738,26.266573
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,48,-1.3725,32.678,286.37,286.32999,0.128,98.209,1.223,-9.1,-9.04,-9.39,-5.85,-5.78,32.6735,279.01001,2206.3999,2238.75,10.09,0.21,9.485,2.0175,5.635,15.935,0.08,-999,-999,-999,-999,-999,-999,1.37199998,0.0268,0.149,257.1118,1.41254E-06,1.65959E-06,1.938E-06,2.27695E-06,3.786E-08,4.448E-08,2.1047E-07,2.4728E-07,-5.712587,-5.642588,-7.421789,-7.35179,-6.676745,-6.606746,26.292149
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,49,-1.3733,32.7021,280.82001,281.66,0.122,95.599,1.124,-8.45,-999,-9.14,-4.99,-999,32.6864,276.763,2208.12988,2239.92993,10.12,0.217,10.857,2.0443,5.747,16.084,0.08,-999,-999,-999,-999,-999,-999,1.37100005,0.0269,0.147,257.1118,1.023294E-05,-999,1.402935E-05,-999,2.7527E-07,-999,1.50424E-06,-999,-4.852912,-999,-6.56018,-999,-5.822622,-999,26.311812
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,50,-1.4057,32.7429,278.04999,273.19,0.112,88.993,1.033,-999,-999,-999,-999,-999,32.6993,274.517,2209.87012,2241.12012,10.15,0.223,12.228,2.0712,5.858,16.231,0.08,-999,-999,-999,-999,-999,-999,1.37199998,0.0268,0.149,257.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.345917
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,51,-1.4246,32.7598,265.76999,264,0.115,80.745,0.932,-999,-999,-999,-999,-999,32.7122,272.26999,2211.6001,2242.30005,10.18,0.23,13.6,2.098,5.97,16.38,0.08,-999,-999,-999,-999,-999,-999,-999,-999,-999,257.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,26.360215
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,52,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,257.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,53,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,257.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,54,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,257.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,55,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,257.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
MR13-06,41_14,C,2013-09-14T02:41,191.75301,72.7508,56,41,14,56,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,257.1118,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
MR13-06,41_15,C,2013-09-14T08:42,191.74921,72.7495,56,41,15,0,3.183,31.1593,338.31,336.14001,0.385,97.435,1.366,-999,-999,-999,-999,-999,31.1619,336.06,1929,2139.1001,0.06,0,1.92,0.276,-0.03,0.03,0.32,-999,-999,-999,-999,-999,-999,0.002,-0.0008,-0.01,257.3625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.808926
MR13-06,41_15,C,2013-09-14T08:42,191.74921,72.7495,56,41,15,1,3.183,31.1593,338.31,336.14001,0.385,97.435,1.366,-999,-999,-999,-999,-999,31.16694,336.314,1929.59998,2139.82007,0.054,0,1.922,0.2752,-0.034,0.02,0.324,-999,-999,-999,-999,-999,-999,0.002,-0.0008,-0.01,257.3625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.80891
MR13-06,41_15,C,2013-09-14T08:42,191.74921,72.7495,56,41,15,2,3.183,31.1593,338.31,336.14001,0.385,97.435,1.366,-999,-999,-999,-999,-999,31.17198,336.56799,1930.19995,2140.54004,0.048,0,1.924,0.2744,-0.038,0.01,0.328,-999,-999,-999,-999,-999,-999,0.002,-0.0008,-0.01,257.3625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.808895
MR13-06,41_15,C,2013-09-14T08:42,191.74921,72.7495,56,41,15,3,3.183,31.1593,338.31,336.14001,0.385,97.435,1.366,-999,-999,-999,-999,-999,31.17702,336.82199,1930.80005,2141.26001,0.042,0,1.926,0.2736,-0.042,0,0.332,-999,-999,-999,-999,-999,-999,0.002,-0.0008,-0.01,257.3625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.808879
MR13-06,41_15,C,2013-09-14T08:42,191.74921,72.7495,56,41,15,4,3.183,31.1593,338.31,336.14001,0.385,97.435,1.366,-999,-999,-999,-999,-999,31.18206,337.07599,1931.40002,2141.97998,0.036,0,1.928,0.2728,-0.046,-0.01,0.336,-999,-999,-999,-999,-999,-999,0.002,-0.0008,-0.01,257.3625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.808864
MR13-06,41_15,C,2013-09-14T08:42,191.74921,72.7495,56,41,15,5,3.1825,31.1599,338.10001,336.57999,0.402,97.461,2.044,-999,-999,-999,-999,-999,31.1871,337.32999,1932,2142.69995,0.03,0,1.93,0.272,-0.05,-0.02,0.34,-999,-999,-999,-999,-999,-999,0.003,0.0005,-0.002,257.3625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.80937
MR13-06,41_15,C,2013-09-14T08:42,191.74921,72.7495,56,41,15,6,3.1814,31.1596,338.12,337.63,0.412,97.501,0.767,-999,-999,-999,-999,-999,31.19022,337.522,1932.02002,2142.77002,0.028,0,1.933,0.2725,-0.05,-0.022,0.34,-999,-999,-999,-999,-999,-999,0.004,0.0005,-0.001,257.3625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.809207
MR13-06,41_15,C,2013-09-14T08:42,191.74921,72.7495,56,41,15,7,3.178,31.1619,338.32999,337.64001,0.433,97.501,0.897,-999,-999,-999,-999,-999,31.19333,337.71301,1932.03003,2142.83008,0.027,0,1.937,0.273,-0.05,-0.023,0.34,-999,-999,-999,-999,-999,-999,0.003,0.0005,-0.002,257.3625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.811311
MR13-06,41_15,C,2013-09-14T08:42,191.74921,72.7495,56,41,15,8,3.1788,31.1615,338.20999,337.51999,0.449,97.553,0.222,-999,-999,-999,-999,-999,31.19645,337.905,1932.05005,2142.8999,0.025,0,1.94,0.2735,-0.05,-0.025,0.34,-999,-999,-999,-999,-999,-999,0.003,0.0005,-0.002,257.3625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.810911
MR13-06,41_15,C,2013-09-14T08:42,191.74921,72.7495,56,41,15,9,3.1823,31.1625,338.17001,336.82001,0.417,97.553,0.381,-999,-999,-999,-999,-999,31.19957,338.09698,1932.06995,2142.96997,0.023,0,1.943,0.274,-0.05,-0.027,0.34,-999,-999,-999,-999,-999,-999,0.004,0.0005,-0.001,257.3625,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,24.811397
