Cruise,Station,Year,Month,Day,Longitude,Latitude,Depth,Temperature,Salinity,Nitrate
AN_0501,2,2005,8,19,285.52,78.302,2,-0.527,29.114,0.08
AN_0501,2,2005,8,19,285.52,78.302,4,-0.526,29.117,0.05
AN_0501,2,2005,8,19,285.52,78.302,8,-0.571,29.247,0.03
AN_0501,2,2005,8,19,285.52,78.302,12,-0.729,29.744,0.05
AN_0501,2,2005,8,19,285.52,78.302,19,-1.072,30.99,0.04
AN_0501,2,2005,8,19,285.52,78.302,30,-1.06,31.293,0.34
AN_0501,2,2005,8,19,285.52,78.302,40,-1.113,31.51,0.7
AN_0501,2,2005,8,19,285.52,78.302,50,-1.166,31.705,1.42
AN_0501,2,2005,8,19,285.52,78.302,55,-1.223,31.853,1.81
AN_0501,2,2005,8,19,285.52,78.302,60,-1.333,32.025,2.72
AN_0501,2,2005,8,19,285.52,78.302,70,-1.36,32.157,3.45
AN_0501,2,2005,8,19,285.52,78.302,80,-1.367,32.299,3.91
AN_0501,2,2005,8,19,285.52,78.302,100,-1.335,32.589,5.26
AN_0501,2,2005,8,19,285.52,78.302,130,-0.953,32.876,5.99
AN_0501,2,2005,8,19,285.52,78.302,150,-1.349,33.078,8.77
AN_0501,2,2005,8,19,285.52,78.302,160,-1.241,33.241,9.72
AN_0501,2,2005,8,19,285.52,78.302,203,-0.847,33.785,11.56
AN_0501,2,2005,8,19,285.52,78.302,247,-0.656,34.023,12.25
AN_0501,2,2005,8,19,285.52,78.302,303,-0.506,34.171,12.68
AN_0501,2,2005,8,19,285.52,78.302,399,-0.432,34.252,12.77
AN_0501,2,2005,8,19,285.52,78.302,518,-0.362,34.33,12.95
AN_0501,3,2005,8,23,280.106,74.047,9,4.022,32.468,0.08
AN_0501,3,2005,8,23,280.106,74.047,15,4.019,32.468,0.18
AN_0501,3,2005,8,23,280.106,74.047,23,1.439,32.945,0.37
AN_0501,3,2005,8,23,280.106,74.047,28,0.668,33.064,1.03
AN_0501,3,2005,8,23,280.106,74.047,33,-0.675,33.314,2.73
AN_0501,3,2005,8,23,280.106,74.047,35,-0.841,33.347,3.5
AN_0501,3,2005,8,23,280.106,74.047,38,-0.958,33.365,5.46
AN_0501,3,2005,8,23,280.106,74.047,48,-1.291,33.497,5.87
AN_0501,3,2005,8,23,280.106,74.047,75,-1.455,33.596,10.61
AN_0501,3,2005,8,23,280.106,74.047,100,-1.27,33.659,11.66
AN_0501,3,2005,8,23,280.106,74.047,125,-0.918,33.728,13
AN_0501,3,2005,8,23,280.106,74.047,151,-0.259,33.841,14.54
AN_0501,3,2005,8,23,280.106,74.047,175,0.217,33.93,15.66
AN_0501,3,2005,8,23,280.106,74.047,200,0.792,34.042,16.58
AN_0501,3,2005,8,23,280.106,74.047,300,0.756,34.234,16.78
AN_0501,3,2005,8,23,280.106,74.047,400,1.032,34.346,17.29
AN_0501,3,2005,8,23,280.106,74.047,500,1.149,34.422,17.74
AN_0501,3,2005,8,23,280.106,74.047,600,1.074,34.448,18.3
AN_0501,3,2005,8,23,280.106,74.047,701,1.042,34.473,19.19
AN_0501,3,2005,8,23,280.106,74.047,782,0.998,34.485,19.9
AN_0501,4,2005,8,24,271.509,74.302,20,-1.127,32.243,0.83
AN_0501,4,2005,8,24,271.509,74.302,35,-1.391,32.542,8.36
AN_0501,4,2005,8,24,271.509,74.302,50,-1.48,32.683,10.6
AN_0501,4,2005,8,24,271.509,74.302,138,-1.336,33.1045,12.155
AN_0501,4,2005,8,24,271.509,74.302,200,-1.135,33.536,12.59
AN_0501,4,2005,8,24,271.509,74.302,302,0.13,34.061,15.14
AN_0501,6,2005,8,27,259.301,69.174,2,0.771,24.2485,0.21
AN_0501,6,2005,8,27,259.301,69.174,8,0.725,24.306,0.1
AN_0501,6,2005,8,27,259.301,69.174,9,0.241,24.95,0.12
AN_0501,6,2005,8,27,259.301,69.174,16,-0.101,25.398,0.85
AN_0501,6,2005,8,27,259.301,69.174,22,-0.779,26.962,1.35
AN_0501,6,2005,8,27,259.301,69.174,30,-1.037,27.674,1.67
AN_0501,6,2005,8,27,259.301,69.174,40,-1.177,28.098,1.91
AN_0501,6,2005,8,27,259.301,69.174,50,-1.242,28.291,2.08
AN_0501,6,2005,8,27,259.301,69.174,57,-1.273,28.383,2.16
AN_0501,7,2005,8,30,253.42,68.998,3,5.007,24.428,0.24
AN_0501,7,2005,8,30,253.42,68.998,6,4.981,24.451,0.03
AN_0501,7,2005,8,30,253.42,68.998,7,4.983,24.45,0
AN_0501,7,2005,8,30,253.42,68.998,11,2.463,26.462,0.08
AN_0501,7,2005,8,30,253.42,68.998,18,0.654,27.336,0.34
AN_0501,7,2005,8,30,253.42,68.998,24,-0.223,27.796,0.58
AN_0501,7,2005,8,30,253.42,68.998,30,-0.522,27.913,0.37
AN_0501,7,2005,8,30,253.42,68.998,35,-0.909,28.029,0.62
AN_0501,7,2005,8,30,253.42,68.998,40,-1.052,28.081,0.74
AN_0501,7,2005,8,30,253.42,68.998,50,-1.158,28.133,1.09
AN_0501,7,2005,8,30,253.42,68.998,60,-1.197,28.174,1.26
AN_0501,7,2005,8,30,253.42,68.998,75,-1.223,28.211,1.4
AN_0501,7,2005,8,30,253.42,68.998,86,-1.23,28.215,1.22
AN_0501,7,2005,8,30,253.42,68.998,105,-1.234,28.217,1.25
AN_0501,10,2005,9,5,220.008,71.564,2,-0.9,26.081,0.14
AN_0501,10,2005,9,5,220.008,71.564,12,-0.945,26.323,0.07
AN_0501,10,2005,9,5,220.008,71.564,21,0.312,28.141,0.09
AN_0501,10,2005,9,5,220.008,71.564,33,0.582,30.173,0.09
AN_0501,10,2005,9,5,220.008,71.564,43,-0.026,30.756,0.13
AN_0501,10,2005,9,5,220.008,71.564,48,-0.459,31.032,0.59
AN_0501,10,2005,9,5,220.008,71.564,52,-0.275,31.353,2.34
AN_0501,10,2005,9,5,220.008,71.564,61,-0.735,31.784,5.55
AN_0501,10,2005,9,5,220.008,71.564,80,-1.255,32.282,11.53
AN_0501,10,2005,9,5,220.008,71.564,108,-1.489,32.719,14.09
AN_0501,10,2005,9,5,220.008,71.564,130,-1.623,32.913,14.23
AN_0501,10,2005,9,5,220.008,71.564,151,-1.617,33.099,14.43
AN_0501,10,2005,9,5,220.008,71.564,181,-1.332,33.588,15.93
AN_0501,10,2005,9,5,220.008,71.564,201,-1.113,33.997,14.08
AN_0501,10,2005,9,5,220.008,71.564,250,-0.231,34.499,13.54
AN_0501,10,2005,9,5,220.008,71.564,301,0.265,34.685,13.85
AN_0501,10,2005,9,5,220.008,71.564,401,0.557,34.792,13.66
AN_0501,10,2005,9,5,220.008,71.564,601,0.417,34.838,13.52
AN_0501,10,2005,9,5,220.008,71.564,801,0.213,34.856,13.44
AN_0501,10,2005,9,5,220.008,71.564,976,0.058,34.872,13.51
AN_0501,11,2005,9,11,239.643,70.34,3,3.238,25.88,0.08
AN_0501,11,2005,9,11,239.643,70.34,5,3.282,25.859,0.11
AN_0501,11,2005,9,11,239.643,70.34,8,3.139,25.952,0.12
AN_0501,11,2005,9,11,239.643,70.34,12,2.162,26.587,0.1
AN_0501,11,2005,9,11,239.643,70.34,17,2.799,29.465,0.2
AN_0501,11,2005,9,11,239.643,70.34,26,1.062,30.834,0.1
AN_0501,11,2005,9,11,239.643,70.34,35,-0.016,31.417,0.29
AN_0501,11,2005,9,11,239.643,70.34,43,-0.583,31.774,0.66
AN_0501,11,2005,9,11,239.643,70.34,48,-0.753,31.94,3.61
AN_0501,11,2005,9,11,239.643,70.34,60,-1.158,32.305,8.2
AN_0501,11,2005,9,11,239.643,70.34,75,-1.406,32.603,12.82
AN_0501,11,2005,9,11,239.643,70.34,101,-1.488,32.94,15.1
AN_0501,11,2005,9,11,239.643,70.34,111,-1.495,33.096,15.44
AN_0501,11,2005,9,11,239.643,70.34,140,-1.252,33.476,16.37
AN_0501,11,2005,9,11,239.643,70.34,160,-1.048,33.779,16.46
AN_0501,11,2005,9,11,239.643,70.34,180,-0.656,34.101,16.79
AN_0501,11,2005,9,11,239.643,70.34,200,-0.245,34.43,16.05
AN_0501,11,2005,9,11,239.643,70.34,248,0.221,34.701,15.97
AN_0501,12,2005,9,13,237.044,69.914,3,3.814,27.062,0.05
AN_0501,12,2005,9,13,237.044,69.914,7,3.772,27.129,0.08
AN_0501,12,2005,9,13,237.044,69.914,12,3.711,27.687,0.02
AN_0501,12,2005,9,13,237.044,69.914,18,2.881,29.14,0.07
AN_0501,12,2005,9,13,237.044,69.914,23,2.91,29.833,0.09
AN_0501,12,2005,9,13,237.044,69.914,26,2.289,30.54,0.32
AN_0501,12,2005,9,13,237.044,69.914,40,-0.364,31.512,1.44
AN_0501,12,2005,9,13,237.044,69.914,54,-0.913,32.062,4.85
AN_0501,12,2005,9,13,237.044,69.914,66,-0.79,32.209,6.95
AN_0501,12,2005,9,13,237.044,69.914,76,-1.106,32.306,8.85
AN_0501,12,2005,9,13,237.044,69.914,101,-1.201,32.597,11.05
AN_0501,12,2005,9,13,237.044,69.914,126,-1.445,33.045,15.33
AN_0501,12,2005,9,13,237.044,69.914,141,-1.404,33.212,16.09
AN_0501,12,2005,9,13,237.044,69.914,161,-1.284,33.369,15.89
AN_0501,12,2005,9,13,237.044,69.914,197,-1.116,33.615,16.21
AN_0501,104,2005,8,17,287.21,76.283,2,3.82,30.834,0.03
AN_0501,104,2005,8,17,287.21,76.283,10,1.17,31.955,0.08
AN_0501,104,2005,8,17,287.21,76.283,19,0.378,32.465,0.91
AN_0501,104,2005,8,17,287.21,76.283,39,-0.795,33.225,5.52
AN_0501,104,2005,8,17,287.21,76.283,50,-1.222,33.359,6.63
AN_0501,104,2005,8,17,287.21,76.283,74,-1.419,33.514,8.8
AN_0501,104,2005,8,17,287.21,76.283,99,-1.335,33.59,10.43
AN_0501,104,2005,8,17,287.21,76.283,124,-0.959,33.687,11.66
AN_0501,104,2005,8,17,287.21,76.283,149,-0.693,33.767,12.76
AN_0501,104,2005,8,17,287.21,76.283,175,-0.372,33.84,13.85
AN_0501,104,2005,8,17,287.21,76.283,200,-0.275,33.936,14.19
AN_0501,104,2005,8,17,287.21,76.283,300,0.108,34.173,14.82
AN_0501,104,2005,8,17,287.21,76.283,400,-0.178,34.24,14.09
AN_0501,104,2005,8,17,287.21,76.283,499,-0.325,34.277,13.82
AN_0501,104,2005,8,17,287.21,76.283,569,-0.288,34.293,13.92
AN_0501,112,2005,8,18,284.216,76.324,2,3.089,31.815,0.07
AN_0501,112,2005,8,18,284.216,76.324,5,3.101,31.816,0.06
AN_0501,112,2005,8,18,284.216,76.324,10,3.119,31.838,0.05
AN_0501,112,2005,8,18,284.216,76.324,20,1.002,32.493,1.06
AN_0501,112,2005,8,18,284.216,76.324,31,-0.415,32.776,1.6
AN_0501,112,2005,8,18,284.216,76.324,40,-0.966,32.854,3.89
AN_0501,112,2005,8,18,284.216,76.324,51,-0.959,32.913,3.73
AN_0501,112,2005,8,18,284.216,76.324,76,-1.234,33.055,5.02
AN_0501,112,2005,8,18,284.216,76.324,100,-1.411,33.208,7.21
AN_0501,112,2005,8,18,284.216,76.324,120,-1.429,33.372,8.2
AN_0501,112,2005,8,18,284.216,76.324,140,-1.417,33.47,9.12
AN_0501,112,2005,8,18,284.216,76.324,160,-1.31,33.566,10.07
AN_0501,112,2005,8,18,284.216,76.324,181,-1.107,33.647,10.84
AN_0501,112,2005,8,18,284.216,76.324,200,-0.928,33.716,12.19
AN_0501,112,2005,8,18,284.216,76.324,251,-0.17,33.989,13.87
AN_0501,112,2005,8,18,284.216,76.324,333,-0.232,34.111,13.735
AN_0501,201,2005,9,2,231.492,71.049,3,4.01,26.699,0.03
AN_0501,201,2005,9,2,231.492,71.049,10,3.905,27.795,0.05
AN_0501,201,2005,9,2,231.492,71.049,19,0.367,31.548,1.13
AN_0501,201,2005,9,2,231.492,71.049,32,-0.358,32.244,2.79
AN_0501,202,2005,9,2,231.589,71.082,3,3.836,26.684,0.04
AN_0501,202,2005,9,2,231.589,71.082,10,3.864,26.827,0.1
AN_0501,202,2005,9,2,231.589,71.082,20,0.519,31.21,0.8
AN_0501,202,2005,9,2,231.589,71.082,30,-0.42,32.183,2.93
AN_0501,202,2005,9,2,231.589,71.082,44,-0.431,32.371,3.4
AN_0501,203,2005,9,2,231.694,71.113,3,4.448,26.7,0.14
AN_0501,203,2005,9,2,231.694,71.113,10,3.481,28.184,0.3
AN_0501,203,2005,9,2,231.694,71.113,20,1.372,30.894,0.86
AN_0501,203,2005,9,2,231.694,71.113,30,-0.338,31.687,4.15
AN_0501,203,2005,9,2,231.694,71.113,40,-0.479,32.13,3.53
AN_0501,203,2005,9,2,231.694,71.113,47,-0.568,32.229,3.78
AN_0501,204,2005,9,2,231.796,71.147,3,5.081,24.31,0.04
AN_0501,204,2005,9,2,231.796,71.147,5,5.086,24.304,0.02
AN_0501,204,2005,9,2,231.796,71.147,11,4.459,27.183,0.11
AN_0501,204,2005,9,2,231.796,71.147,21,4.177,30.415,0.65
AN_0501,204,2005,9,2,231.796,71.147,30,-0.533,31.493,2.93
AN_0501,204,2005,9,2,231.796,71.147,40,-0.739,31.883,3.63
AN_0501,204,2005,9,2,231.796,71.147,50,-0.475,32.253,2.85
AN_0501,205,2005,9,2,231.896,71.18,3,4.36,27.073,0.08
AN_0501,205,2005,9,2,231.896,71.18,10,4.065,27.324,0.69
AN_0501,205,2005,9,2,231.896,71.18,20,3.965,30.376,0.11
AN_0501,205,2005,9,2,231.896,71.18,30,0.496,30.991,0.65
AN_0501,205,2005,9,2,231.896,71.18,40,-0.575,31.708,3.18
AN_0501,205,2005,9,2,231.896,71.18,51,-0.525,32.116,3.08
AN_0501,205,2005,9,2,231.896,71.18,62,-0.494,32.253,3.06
AN_0501,206,2005,9,2,231.992,71.214,3,4.05,26.938,0.06
AN_0501,206,2005,9,2,231.992,71.214,10,3.744,27.578,0.05
AN_0501,206,2005,9,2,231.992,71.214,20,2.72,30.07,0.04
AN_0501,206,2005,9,2,231.992,71.214,30,1.503,30.84,0.51
AN_0501,206,2005,9,2,231.992,71.214,40,-0.506,31.467,2.09
AN_0501,206,2005,9,2,231.992,71.214,50,-0.389,31.914,4.37
AN_0501,206,2005,9,2,231.992,71.214,60,-0.576,32.287,3.58
AN_0501,206,2005,9,2,231.992,71.214,71,-0.643,32.352,4.28
AN_0501,207,2005,9,2,232.091,71.249,2,-0.423,27.087,0.03
AN_0501,207,2005,9,2,232.091,71.249,9,-0.5,27.06,0.08
AN_0501,207,2005,9,2,232.091,71.249,20,0.079,29.465,0.03
AN_0501,207,2005,9,2,232.091,71.249,30,-0.188,30.465,0.14
AN_0501,207,2005,9,2,232.091,71.249,39,-0.644,31.072,0.82
AN_0501,207,2005,9,2,232.091,71.249,50,-0.723,31.833,4.59
AN_0501,207,2005,9,2,232.091,71.249,61,-0.938,32.192,7.4
AN_0501,207,2005,9,2,232.091,71.249,80,-0.585,32.424,4.09
AN_0501,207,2005,9,2,232.091,71.249,101,-1.381,32.637,11.79
AN_0501,208,2005,9,2,232.192,71.274,3,-0.228,27.242,0.1
AN_0501,208,2005,9,2,232.192,71.274,10,-0.256,27.087,0.08
AN_0501,208,2005,9,2,232.192,71.274,20,-0.012,29.54,0.06
AN_0501,208,2005,9,2,232.192,71.274,30,0.176,30.32,0.04
AN_0501,208,2005,9,2,232.192,71.274,39,-0.675,30.923,0.18
AN_0501,208,2005,9,2,232.192,71.274,50,0.712,31.696,3.95
AN_0501,208,2005,9,2,232.192,71.274,59,-0.887,31.987,8.7
AN_0501,208,2005,9,2,232.192,71.274,80,-1.112,32.449,9.35
AN_0501,208,2005,9,2,232.192,71.274,100,-1.454,32.652,13.72
AN_0501,208,2005,9,2,232.192,71.274,125,-1.538,32.881,14.56
AN_0501,208,2005,9,2,232.192,71.274,136,-1.551,32.915,14.61
AN_0501,209,2005,9,2,232.301,71.307,3,-0.417,27.362,0.06
AN_0501,209,2005,9,2,232.301,71.307,10,-0.352,27.294,0.02
AN_0501,209,2005,9,2,232.301,71.307,20,-0.073,29.58,0.03
AN_0501,209,2005,9,2,232.301,71.307,30,0.936,30.417,0.14
AN_0501,209,2005,9,2,232.301,71.307,39,0.257,30.861,0.41
AN_0501,209,2005,9,2,232.301,71.307,50,0.203,31.607,3.12
AN_0501,209,2005,9,2,232.301,71.307,60,-0.923,32.1,8.21
AN_0501,209,2005,9,2,232.301,71.307,81,-1.283,32.489,11.56
AN_0501,209,2005,9,2,232.301,71.307,100,-1.464,32.694,13.7
AN_0501,209,2005,9,2,232.301,71.307,124,-1.558,32.892,14.66
AN_0501,209,2005,9,2,232.301,71.307,150,-1.551,33.078,15.28
AN_0501,209,2005,9,2,232.301,71.307,166,-1.467,33.304,15.61
AN_0501,210,2005,9,2,232.459,71.343,3,-0.538,27.497,0
AN_0501,210,2005,9,2,232.459,71.343,10,-0.557,27.416,0.02
AN_0501,210,2005,9,2,232.459,71.343,20,1.005,29.76,0.03
AN_0501,210,2005,9,2,232.459,71.343,30,1.247,30.409,0.05
AN_0501,210,2005,9,2,232.459,71.343,42,-0.69,30.982,1.18
AN_0501,210,2005,9,2,232.459,71.343,50,-0.612,31.468,4.3
AN_0501,210,2005,9,2,232.459,71.343,100,-1.452,32.714,14.47
AN_0501,210,2005,9,2,232.459,71.343,137,-1.551,33.09,15.11
AN_0501,210,2005,9,2,232.459,71.343,149,-1.51,33.218,15.56
AN_0501,210,2005,9,2,232.459,71.343,200,-0.915,34.065,14.2
AN_0501,210,2005,9,2,232.459,71.343,226,-0.449,34.359,14.07
AN_0501,211,2005,9,2,232.505,71.377,3,-0.576,27.368,0.05
AN_0501,211,2005,9,2,232.505,71.377,10,-0.556,27.462,0.03
AN_0501,211,2005,9,2,232.505,71.377,20,0.809,29.688,0.04
AN_0501,211,2005,9,2,232.505,71.377,30,0.737,30.399,0.03
AN_0501,211,2005,9,2,232.505,71.377,40,0.46,31.007,0.22
AN_0501,211,2005,9,2,232.505,71.377,48,-0.084,31.408,3.05
AN_0501,211,2005,9,2,232.505,71.377,60,-0.9,31.874,7.22
AN_0501,211,2005,9,2,232.505,71.377,80,-1.357,32.339,11.92
AN_0501,211,2005,9,2,232.505,71.377,100,-1.463,32.697,13.77
AN_0501,211,2005,9,2,232.505,71.377,134,-1.564,33.093,14.89
AN_0501,211,2005,9,2,232.505,71.377,150,-1.479,33.278,15.7
AN_0501,211,2005,9,2,232.505,71.377,200,-0.986,34.01,14.42
AN_0501,211,2005,9,2,232.505,71.377,254,0.014,34.592,14.43
AN_0501,3.5,2005,8,23,276.654,74.197,20,0.873,31.979,2.25
AN_0501,3.5,2005,8,23,276.654,74.197,35,-1.109,32.409,6.85
AN_0501,3.5,2005,8,23,276.654,74.197,50,-0.137,32.723,5.44
AN_0501,3.5,2005,8,23,276.654,74.197,128,-1.167,33.102,10.47
AN_0501,3.5,2005,8,23,276.654,74.197,407,1.164,34.213,16.04
AN_0501,4.5,2005,8,24,268.808,74.262,4,0.312,28.646,0.06
AN_0501,4.5,2005,8,24,268.808,74.262,5,0.274,28.724,0.09
AN_0501,4.5,2005,8,24,268.808,74.262,9,-0.172,29.506,0.06
AN_0501,4.5,2005,8,24,268.808,74.262,15,-1.108,31.172,0.32
AN_0501,4.5,2005,8,24,268.808,74.262,23,-1.453,31.85,1.75
AN_0501,4.5,2005,8,24,268.808,74.262,29,-1.488,32.055,4.79
AN_0501,4.5,2005,8,24,268.808,74.262,35,-1.541,32.235,8.04
AN_0501,4.5,2005,8,24,268.808,74.262,48,-1.536,32.45,9.03
AN_0501,4.5,2005,8,24,268.808,74.262,60,-1.51,32.603,10.69
AN_0501,4.5,2005,8,24,268.808,74.262,75,-1.446,32.761,11.74
AN_0501,4.5,2005,8,24,268.808,74.262,100,-1.47,32.882,11.76
AN_0501,4.5,2005,8,24,268.808,74.262,120,-1.445,32.987,12.31
AN_0501,4.5,2005,8,24,268.808,74.262,137,-1.399,33.052,12.58
AN_0501,4.5,2005,8,24,268.808,74.262,160,-1.247,33.251,12.42
AN_0501,4.5,2005,8,24,268.808,74.262,180,-0.995,33.568,12.45
AN_0501,4.5,2005,8,24,268.808,74.262,200,-0.889,33.618,12.69
AN_0501,4.5,2005,8,24,268.808,74.262,250,-0.711,33.706,13.22
AN_0501,4.5,2005,8,24,268.808,74.262,300,-0.577,33.764,13.64
AN_0501,4.5,2005,8,24,268.808,74.262,325,-0.502,33.798,13.78
AN_0501,BA01-100,2005,8,16,288.662,76.294,2,3.173,31.646,0.52
AN_0501,BA01-100,2005,8,16,288.662,76.294,6,2.727,31.738,0.11
AN_0501,BA01-100,2005,8,16,288.662,76.294,11,1.046,31.972,0.15
AN_0501,BA01-100,2005,8,16,288.662,76.294,17,0.629,32.03,0.18
AN_0501,BA01-100,2005,8,16,288.662,76.294,24,0.398,32.073,0.28
AN_0501,BA01-100,2005,8,16,288.662,76.294,27,0.212,32.168,0.59
AN_0501,BA01-100,2005,8,16,288.662,76.294,40,0.167,32.335,0.9
AN_0501,BA01-100,2005,8,16,288.662,76.294,54,0.347,32.409,0.82
AN_0501,BA01-100,2005,8,16,288.662,76.294,76,-0.037,32.876,2.68
AN_0501,BA01-100,2005,8,16,288.662,76.294,100,-1.477,33.291,7.06
AN_0501,BA01-100,2005,8,16,288.662,76.294,150,-1.711,33.465,9.34
AN_0501,BA01-100,2005,8,16,288.662,76.294,200,-1.152,33.63,10.93
AN_0501,BA01-100,2005,8,16,288.662,76.294,301,0.195,34.088,15.23
AN_0501,BA01-100,2005,8,16,288.662,76.294,401,0.449,34.259,16.22
AN_0501,BA01-100,2005,8,16,288.662,76.294,500,0.497,34.338,16.38
AN_0501,BA01-100,2005,8,16,288.662,76.294,600,0.497,34.386,16.73
AN_0501,BA01-100,2005,8,16,288.662,76.294,657,0.589,34.405,17.26
AN_0501,BA02-108,2005,8,17,285.421,76.267,3,2.623,32.251,0.04
AN_0501,BA02-108,2005,8,17,285.421,76.267,5,2.75,32.219,0.07
AN_0501,BA02-108,2005,8,17,285.421,76.267,7,2.926,32.208,0.06
AN_0501,BA02-108,2005,8,17,285.421,76.267,11,1.952,32.4,0.03
AN_0501,BA02-108,2005,8,17,285.421,76.267,18,2.387,32.618,0.31
AN_0501,BA02-108,2005,8,17,285.421,76.267,24,0.703,32.57,0.81
AN_0501,BA02-108,2005,8,17,285.421,76.267,28,0.015,32.605,2.17
AN_0501,BA02-108,2005,8,17,285.421,76.267,38,-0.262,32.929,3.29
AN_0501,BA02-108,2005,8,17,285.421,76.267,51,-0.73,33.203,4.91
AN_0501,BA02-108,2005,8,17,285.421,76.267,75,-1.434,33.408,8.82
AN_0501,BA02-108,2005,8,17,285.421,76.267,100,-1.48,33.509,8.82
AN_0501,BA02-108,2005,8,17,285.421,76.267,120,-1.444,33.589,9.87
AN_0501,BA02-108,2005,8,17,285.421,76.267,141,-1.398,33.637,10.59
AN_0501,BA02-108,2005,8,17,285.421,76.267,161,-0.757,33.762,12.68
AN_0501,BA02-108,2005,8,17,285.421,76.267,180,-0.463,33.843,13.52
AN_0501,BA02-108,2005,8,17,285.421,76.267,198,-0.256,33.912,13.94
AN_0501,BA02-108,2005,8,17,285.421,76.267,307,0.056,34.178,14.88
AN_0501,BA02-108,2005,8,17,285.421,76.267,402,-0.297,34.24,13.68
AN_0501,BA02-108,2005,8,17,285.421,76.267,443,-0.289,34.262,13.85
AN_0501,BA03-116,2005,8,18,282.618,76.383,2,1.838,32.156,0.08
AN_0501,BA03-116,2005,8,18,282.618,76.383,6,1.958,32.283,0.09
AN_0501,BA03-116,2005,8,18,282.618,76.383,10,2.044,32.383,0.05
AN_0501,BA03-116,2005,8,18,282.618,76.383,15,2,32.393,0.05
AN_0501,BA03-116,2005,8,18,282.618,76.383,24,1.958,32.394,0
AN_0501,BA03-116,2005,8,18,282.618,76.383,37,1.895,32.409,0.2
AN_0501,BA03-116,2005,8,18,282.618,76.383,42,1.865,32.42,0.07
AN_0501,BA03-116,2005,8,18,282.618,76.383,47,1.752,32.45,0.46
AN_0501,BA03-116,2005,8,18,282.618,76.383,50,1.308,32.549,1.75
AN_0501,BA03-116,2005,8,18,282.618,76.383,75,-0.915,33.04,4.51
AN_0501,BA03-116,2005,8,18,282.618,76.383,100,-1.107,33.218,6.27
AN_0501,BA03-116,2005,8,18,282.618,76.383,120,-1.3,33.396,8.08
AN_0501,BA03-116,2005,8,18,282.618,76.383,140,-1.406,33.47,8.18
AN_0501,BA03-116,2005,8,18,282.618,76.383,170,-1.362,33.561,9.33
AN_0501,BA03-116,2005,8,18,282.618,76.383,201,-1.161,33.658,10.87
AN_0501,BA03-116,2005,8,18,282.618,76.383,301,-0.159,33.969,14.3
AN_0501,BA03-116,2005,8,18,282.618,76.383,346,-0.136,34.051,15.1
AN_0501,BA04,2005,8,22,284.996,75.241,2,3.77,31.867,0.17
AN_0501,BA04,2005,8,22,284.996,75.241,7,3.812,31.866,0.1
AN_0501,BA04,2005,8,22,284.996,75.241,12,3.722,31.865,0.14
AN_0501,BA04,2005,8,22,284.996,75.241,18,3.533,31.893,0.36
AN_0501,BA04,2005,8,22,284.996,75.241,20,3.521,31.897,1.8
AN_0501,BA04,2005,8,22,284.996,75.241,25,-1.376,33.36,5.34
AN_0501,BA04,2005,8,22,284.996,75.241,29,-1.551,33.378,6.37
AN_0501,BA04,2005,8,22,284.996,75.241,45,-1.632,33.413,8.16
AN_0501,BA04,2005,8,22,284.996,75.241,60,-1.604,33.465,8.98
AN_0501,BA04,2005,8,22,284.996,75.241,75,-1.511,33.53,9.34
AN_0501,BA04,2005,8,22,284.996,75.241,100,-1.441,33.628,11.43
AN_0501,BA04,2005,8,22,284.996,75.241,121,-0.725,33.734,13.98
AN_0501,BA04,2005,8,22,284.996,75.241,140,0.445,33.902,15.68
AN_0501,BA04,2005,8,22,284.996,75.241,160,0.686,33.985,16.31
AN_0501,BA04,2005,8,22,284.996,75.241,180,1.098,34.065,16.81
AN_0501,BA04,2005,8,22,284.996,75.241,200,1.316,34.132,17.56
AN_0501,BA04,2005,8,22,284.996,75.241,250,1.773,34.26,18.2
AN_0501,BA04,2005,8,22,284.996,75.241,301,1.425,34.303,17.28
AN_0501,BA04,2005,8,22,284.996,75.241,400,0.261,34.293,15.83
AN_0501,BA04,2005,8,22,284.996,75.241,468,0.628,34.382,16.94
AN_0501,CA04-05,2005,9,6,226.383,71.087,2,-1.093,27.27,0.29
AN_0501,CA04-05,2005,9,6,226.383,71.087,9,-1.062,27.333,0.22
AN_0501,CA04-05,2005,9,6,226.383,71.087,16,-0.902,27.738,0.04
AN_0501,CA04-05,2005,9,6,226.383,71.087,25,-0.828,29.266,0.13
AN_0501,CA04-05,2005,9,6,226.383,71.087,40,0.06,30.575,0.19
AN_0501,CA04-05,2005,9,6,226.383,71.087,47,0.416,31.074,0.16
AN_0501,CA04-05,2005,9,6,226.383,71.087,52,0.178,31.365,0.34
AN_0501,CA04-05,2005,9,6,226.383,71.087,57,-0.267,31.694,1.01
AN_0501,CA04-05,2005,9,6,226.383,71.087,61,-0.574,31.825,2.95
AN_0501,CA04-05,2005,9,6,226.383,71.087,82,-1.221,32.328,11.04
AN_0501,CA04-05,2005,9,6,226.383,71.087,99,-1.475,32.57,12.45
AN_0501,CA04-05,2005,9,6,226.383,71.087,120,-1.535,32.748,13.37
AN_0501,CA04-05,2005,9,6,226.383,71.087,140,-1.616,32.922,13.64
AN_0501,CA04-05,2005,9,6,226.383,71.087,162,-1.601,33.086,14.62
AN_0501,CA04-05,2005,9,6,226.383,71.087,180,-1.557,33.229,14.4
AN_0501,CA04-05,2005,9,6,226.383,71.087,200,-1.443,33.514,14.79
AN_0501,CA04-05,2005,9,6,226.383,71.087,250,-0.693,34.225,13.97
