Cruise,Station,Year,Month,Day,Longitude,Latitude,Depth,Temperature,Salinity,Nitrate
AN2015_03,518,2015,9,2,238.56104,74.57217,41.196,-1.1308,31.7857,3.467
AN2015_03,518,2015,9,2,238.56104,74.57217,41.196,-1.1308,31.7857,3.467
AN2015_03,518,2015,9,2,238.56104,74.57217,51.474,-1.178,31.9097,4.287
AN2015_03,518,2015,9,2,238.56104,74.57217,51.474,-1.178,31.9097,4.287
AN2015_03,518,2015,9,2,238.56104,74.57217,61.485,-1.2615,32.0854,7.878
AN2015_03,518,2015,9,2,238.56104,74.57217,61.485,-1.2615,32.0854,7.878
AN2015_03,518,2015,9,2,238.56104,74.57217,71.765,-1.3174,32.2087,9.564
AN2015_03,518,2015,9,2,238.56104,74.57217,71.765,-1.3174,32.2087,9.564
AN2015_03,518,2015,9,2,238.56104,74.57217,81.564,-1.3751,32.3609,11.82
AN2015_03,518,2015,9,2,238.56104,74.57217,81.564,-1.3751,32.3609,11.82
AN2015_03,535,2015,8,31,231.8253,73.41347,10.655,-0.9132,29.2201,0
AN2015_03,535,2015,8,31,231.8253,73.41347,10.655,-0.9132,29.2201,0
AN2015_03,535,2015,8,31,231.8253,73.41347,101.829,-1.4014,32.6073,14.489
AN2015_03,535,2015,8,31,231.8253,73.41347,101.829,-1.4014,32.6073,14.489
AN2015_03,535,2015,8,31,231.8253,73.41347,121.926,-1.3986,32.8956,15.513
AN2015_03,535,2015,8,31,231.8253,73.41347,121.926,-1.3986,32.8956,15.513
AN2015_03,535,2015,8,31,231.8253,73.41347,142.03101,-1.3349,33.271,15.463
AN2015_03,535,2015,8,31,231.8253,73.41347,142.03101,-1.3349,33.271,15.463
AN2015_03,535,2015,8,31,231.8253,73.41347,162.38901,-0.988,33.7358,14.993
AN2015_03,535,2015,8,31,231.8253,73.41347,162.38901,-0.988,33.7358,14.993
AN2015_03,535,2015,8,31,231.8253,73.41347,182.965,-0.7057,34.0281,14.747
AN2015_03,535,2015,8,31,231.8253,73.41347,182.965,-0.7057,34.0281,14.747
AN2015_03,535,2015,8,31,231.8253,73.41347,2.197,-0.6549,27.807,0
AN2015_03,535,2015,8,31,231.8253,73.41347,2.197,-0.6549,27.807,0
AN2015_03,535,2015,8,31,231.8253,73.41347,202.77499,-0.4246,34.2658,14.597
AN2015_03,535,2015,8,31,231.8253,73.41347,202.77499,-0.4246,34.2658,14.597
AN2015_03,535,2015,8,31,231.8253,73.41347,21.031,-0.928,30.1625,0
AN2015_03,535,2015,8,31,231.8253,73.41347,21.031,-0.928,30.1625,0
AN2015_03,535,2015,8,31,231.8253,73.41347,253.453,0.0045,34.5518,14.961
AN2015_03,535,2015,8,31,231.8253,73.41347,253.453,0.0045,34.5518,14.961
AN2015_03,535,2015,8,31,231.8253,73.41347,275.63101,0.2654,34.7043,14.58
AN2015_03,535,2015,8,31,231.8253,73.41347,275.63101,0.2654,34.7043,14.58
AN2015_03,535,2015,8,31,231.8253,73.41347,30.888,-1.1336,30.7244,0
AN2015_03,535,2015,8,31,231.8253,73.41347,30.888,-1.1336,30.7244,0
AN2015_03,535,2015,8,31,231.8253,73.41347,41.064,-1.2837,30.9874,0.379
AN2015_03,535,2015,8,31,231.8253,73.41347,41.064,-1.2837,30.9874,0.379
AN2015_03,535,2015,8,31,231.8253,73.41347,51.172,-1.3992,31.245,1.055
AN2015_03,535,2015,8,31,231.8253,73.41347,51.172,-1.3992,31.245,1.055
AN2015_03,535,2015,8,31,231.8253,73.41347,61.157,-1.3351,31.6052,3.686
AN2015_03,535,2015,8,31,231.8253,73.41347,61.157,-1.3351,31.6052,3.686
AN2015_03,535,2015,8,31,231.8253,73.41347,71.579,-1.2533,32.0255,9.202
AN2015_03,535,2015,8,31,231.8253,73.41347,71.579,-1.2533,32.0255,9.202
AN2015_03,535,2015,8,31,231.8253,73.41347,81.456,-1.3304,32.2594,11.847
AN2015_03,535,2015,8,31,231.8253,73.41347,81.456,-1.3304,32.2594,11.847
AN2015_03,536,2015,8,31,230.61084,73.41897,100.676,-1.3892,32.5465,14.105
AN2015_03,536,2015,8,31,230.61084,73.41897,100.676,-1.3892,32.5465,14.105
AN2015_03,536,2015,8,31,230.61084,73.41897,121.43,-1.4048,32.8307,15.633
AN2015_03,536,2015,8,31,230.61084,73.41897,121.43,-1.4048,32.8307,15.633
AN2015_03,536,2015,8,31,230.61084,73.41897,141.181,-1.3913,33.2262,15.493
AN2015_03,536,2015,8,31,230.61084,73.41897,141.181,-1.3913,33.2262,15.493
AN2015_03,536,2015,8,31,230.61084,73.41897,161.632,-1.1125,33.6175,15.091
AN2015_03,536,2015,8,31,230.61084,73.41897,161.632,-1.1125,33.6175,15.091
AN2015_03,536,2015,8,31,230.61084,73.41897,181.685,-0.7164,34.0213,14.806
AN2015_03,536,2015,8,31,230.61084,73.41897,181.685,-0.7164,34.0213,14.806
AN2015_03,536,2015,8,31,230.61084,73.41897,2.151,-1.2297,28.0509,0
AN2015_03,536,2015,8,31,230.61084,73.41897,2.151,-1.2297,28.0509,0
AN2015_03,536,2015,8,31,230.61084,73.41897,20.016,-1.1944,28.9132,0.016
AN2015_03,536,2015,8,31,230.61084,73.41897,20.016,-1.1944,28.9132,0.016
AN2015_03,536,2015,8,31,230.61084,73.41897,202.369,-0.4838,34.2342,14.461
AN2015_03,536,2015,8,31,230.61084,73.41897,202.369,-0.4838,34.2342,14.461
AN2015_03,536,2015,8,31,230.61084,73.41897,252.33701,0.0449,34.5728,12.895
AN2015_03,536,2015,8,31,230.61084,73.41897,252.33701,0.0449,34.5728,12.895
AN2015_03,536,2015,8,31,230.61084,73.41897,30.014,-1.0836,30.3653,0.019
AN2015_03,536,2015,8,31,230.61084,73.41897,30.014,-1.0836,30.3653,0.019
AN2015_03,536,2015,8,31,230.61084,73.41897,302.98401,0.4399,34.7476,12.959
AN2015_03,536,2015,8,31,230.61084,73.41897,302.98401,0.4399,34.7476,12.959
AN2015_03,536,2015,8,31,230.61084,73.41897,40.299,-1.2152,30.9253,1.19
AN2015_03,536,2015,8,31,230.61084,73.41897,40.299,-1.2152,30.9253,1.19
AN2015_03,536,2015,8,31,230.61084,73.41897,404.254,0.642,34.8248,12.668
AN2015_03,536,2015,8,31,230.61084,73.41897,404.254,0.642,34.8248,12.668
AN2015_03,536,2015,8,31,230.61084,73.41897,50.369,-1.1878,31.603,7.04
AN2015_03,536,2015,8,31,230.61084,73.41897,50.369,-1.1878,31.603,7.04
AN2015_03,536,2015,8,31,230.61084,73.41897,505.62399,0.5,34.8417,12.716
AN2015_03,536,2015,8,31,230.61084,73.41897,505.62399,0.5,34.8417,12.716
AN2015_03,536,2015,8,31,230.61084,73.41897,57.942,-1.1797,31.9894,9.259
AN2015_03,536,2015,8,31,230.61084,73.41897,57.942,-1.1797,31.9894,9.259
AN2015_03,536,2015,8,31,230.61084,73.41897,607.71698,0.3611,34.854,12.743
AN2015_03,536,2015,8,31,230.61084,73.41897,607.71698,0.3611,34.854,12.743
AN2015_03,536,2015,8,31,230.61084,73.41897,70.752,-1.2795,32.1975,11.839
AN2015_03,536,2015,8,31,230.61084,73.41897,70.752,-1.2795,32.1975,11.839
AN2015_03,536,2015,8,31,230.61084,73.41897,731.448,0.1308,34.8695,12.809
AN2015_03,536,2015,8,31,230.61084,73.41897,731.448,0.1308,34.8695,12.809
AN2015_03,536,2015,8,31,230.61084,73.41897,80.471,-1.3757,32.3913,13.05
AN2015_03,536,2015,8,31,230.61084,73.41897,80.471,-1.3757,32.3913,13.05
AN2015_03,536,2015,8,31,230.61084,73.41897,9.866,-1.2486,28.2117,0
AN2015_03,536,2015,8,31,230.61084,73.41897,9.866,-1.2486,28.2117,0
AN2015_03,308 CAA8,2015,9,24,251.16151,74.13889,10.874,0.1849,30.5408,0
AN2015_03,308 CAA8,2015,9,24,251.16151,74.13889,10.874,0.1849,30.5408,0
AN2015_03,308 CAA8,2015,9,24,251.16151,74.13889,121.676,-1.2661,33.2618,15.397
AN2015_03,308 CAA8,2015,9,24,251.16151,74.13889,121.676,-1.2661,33.2618,15.397
AN2015_03,308 CAA8,2015,9,24,251.16151,74.13889,15.753,-0.5137,31.0869,0
AN2015_03,308 CAA8,2015,9,24,251.16151,74.13889,15.753,-0.5137,31.0869,0
AN2015_03,308 CAA8,2015,9,24,251.16151,74.13889,151.978,-0.9907,33.7389,15.269
AN2015_03,308 CAA8,2015,9,24,251.16151,74.13889,151.978,-0.9907,33.7389,15.269
AN2015_03,308 CAA8,2015,9,24,251.16151,74.13889,202.556,-0.4157,34.3265,15.42
AN2015_03,308 CAA8,2015,9,24,251.16151,74.13889,202.556,-0.4157,34.3265,15.42
AN2015_03,308 CAA8,2015,9,24,251.16151,74.13889,25.586,-0.7552,31.2482,0.097
AN2015_03,308 CAA8,2015,9,24,251.16151,74.13889,25.586,-0.7552,31.2482,0.097
AN2015_03,308 CAA8,2015,9,24,251.16151,74.13889,253.47501,-0.0501,34.561,16.253
AN2015_03,308 CAA8,2015,9,24,251.16151,74.13889,253.47501,-0.0501,34.561,16.253
AN2015_03,308 CAA8,2015,9,24,251.16151,74.13889,304.08301,0.1724,34.6869,16.215
AN2015_03,308 CAA8,2015,9,24,251.16151,74.13889,304.08301,0.1724,34.6869,16.215
AN2015_03,308 CAA8,2015,9,24,251.16151,74.13889,354.52701,0.3333,34.7649,16.429
AN2015_03,308 CAA8,2015,9,24,251.16151,74.13889,354.52701,0.3333,34.7649,16.429
AN2015_03,308 CAA8,2015,9,24,251.16151,74.13889,455.50699,0.4125,34.8056,18.657
AN2015_03,308 CAA8,2015,9,24,251.16151,74.13889,455.50699,0.4125,34.8056,18.657
AN2015_03,308 CAA8,2015,9,24,251.16151,74.13889,46.066,-1.0593,31.8041,5.075
AN2015_03,308 CAA8,2015,9,24,251.16151,74.13889,46.066,-1.0593,31.8041,5.075
AN2015_03,308 CAA8,2015,9,24,251.16151,74.13889,49.038,-1.1657,31.885,7.534
AN2015_03,308 CAA8,2015,9,24,251.16151,74.13889,49.038,-1.1657,31.885,7.534
AN2015_03,308 CAA8,2015,9,24,251.16151,74.13889,558.13098,0.432,34.8089,17.809
AN2015_03,308 CAA8,2015,9,24,251.16151,74.13889,558.13098,0.432,34.8089,17.809
AN2015_03,308 CAA8,2015,9,24,251.16151,74.13889,76.411,-1.352,32.4597,12.783
AN2015_03,308 CAA8,2015,9,24,251.16151,74.13889,76.411,-1.352,32.4597,12.783
AN2015_03,308 CAA8,2015,9,24,251.16151,74.13889,91.459,-1.3493,32.7904,14.532
AN2015_03,308 CAA8,2015,9,24,251.16151,74.13889,91.459,-1.3493,32.7904,14.532
AN2015_03,CAA9,2015,9,27,263.24002,76.33285,1.56,-1.5541,29.4821,1.362
AN2015_03,CAA9,2015,9,27,263.24002,76.33285,1.56,-1.5541,29.4821,1.362
AN2015_03,CAA9,2015,9,27,263.24002,76.33285,10.673,-1.5586,29.501,1.653
AN2015_03,CAA9,2015,9,27,263.24002,76.33285,10.673,-1.5586,29.501,1.653
AN2015_03,CAA9,2015,9,27,263.24002,76.33285,121.942,-0.509,33.4607,10.7
AN2015_03,CAA9,2015,9,27,263.24002,76.33285,121.942,-0.509,33.4607,10.7
AN2015_03,CAA9,2015,9,27,263.24002,76.33285,152.172,-0.4786,33.5368,11.727
AN2015_03,CAA9,2015,9,27,263.24002,76.33285,152.172,-0.4786,33.5368,11.727
AN2015_03,CAA9,2015,9,27,263.24002,76.33285,17.85,-1.1769,30.6572,3.497
AN2015_03,CAA9,2015,9,27,263.24002,76.33285,17.85,-1.1769,30.6572,3.497
AN2015_03,CAA9,2015,9,27,263.24002,76.33285,203.373,-0.4417,33.6414,11.972
AN2015_03,CAA9,2015,9,27,263.24002,76.33285,203.373,-0.4417,33.6414,11.972
AN2015_03,CAA9,2015,9,27,263.24002,76.33285,253.53799,-0.4232,33.6981,12.177
AN2015_03,CAA9,2015,9,27,263.24002,76.33285,253.53799,-0.4232,33.6981,12.177
AN2015_03,CAA9,2015,9,27,263.24002,76.33285,30.647,-0.9033,31.9364,6.573
AN2015_03,CAA9,2015,9,27,263.24002,76.33285,30.647,-0.9033,31.9364,6.573
AN2015_03,CAA9,2015,9,27,263.24002,76.33285,323.45901,-0.3996,33.7503,12.333
AN2015_03,CAA9,2015,9,27,263.24002,76.33285,323.45901,-0.3996,33.7503,12.333
AN2015_03,CAA9,2015,9,27,263.24002,76.33285,40.949,-0.8431,32.243,7.699
AN2015_03,CAA9,2015,9,27,263.24002,76.33285,40.949,-0.8431,32.243,7.699
AN2015_03,CAA9,2015,9,27,263.24002,76.33285,50.774,-0.811,32.5431,9.001
AN2015_03,CAA9,2015,9,27,263.24002,76.33285,50.774,-0.811,32.5431,9.001
AN2015_03,CAA9,2015,9,27,263.24002,76.33285,71.482,-0.7035,33.0256,10.422
AN2015_03,CAA9,2015,9,27,263.24002,76.33285,71.482,-0.7035,33.0256,10.422
AN2015_03,CAA9,2015,9,27,263.24002,76.33285,91.651,-0.5696,33.3099,10.853
AN2015_03,CAA9,2015,9,27,263.24002,76.33285,91.651,-0.5696,33.3099,10.853
AN2015_03,CB1 e204,2015,9,7,239.48161,75.1069,1.924,0.2732,27.3594,0
AN2015_03,CB1 e204,2015,9,7,239.48161,75.1069,1.924,0.2732,27.3594,0
AN2015_03,CB1 e204,2015,9,7,239.48161,75.1069,10.718,0.1255,29.9749,0
AN2015_03,CB1 e204,2015,9,7,239.48161,75.1069,10.718,0.1255,29.9749,0
AN2015_03,CB1 e204,2015,9,7,239.48161,75.1069,101.719,-1.3489,32.9364,15.029
AN2015_03,CB1 e204,2015,9,7,239.48161,75.1069,101.719,-1.3489,32.9364,15.029
AN2015_03,CB1 e204,2015,9,7,239.48161,75.1069,14.886,-0.0444,30.7273,0.059
AN2015_03,CB1 e204,2015,9,7,239.48161,75.1069,14.886,-0.0444,30.7273,0.059
AN2015_03,CB1 e204,2015,9,7,239.48161,75.1069,152.028,-0.8904,33.858,14.061
AN2015_03,CB1 e204,2015,9,7,239.48161,75.1069,152.028,-0.8904,33.858,14.061
AN2015_03,CB1 e204,2015,9,7,239.48161,75.1069,202.85699,-0.3,34.3965,15.019
AN2015_03,CB1 e204,2015,9,7,239.48161,75.1069,202.85699,-0.3,34.3965,15.019
AN2015_03,CB1 e204,2015,9,7,239.48161,75.1069,253.43401,0.0823,34.6312,15.123
AN2015_03,CB1 e204,2015,9,7,239.48161,75.1069,253.43401,0.0823,34.6312,15.123
AN2015_03,CB1 e204,2015,9,7,239.48161,75.1069,26.016,-1.0155,31.3009,0.074
AN2015_03,CB1 e204,2015,9,7,239.48161,75.1069,26.016,-1.0155,31.3009,0.074
AN2015_03,CB1 e204,2015,9,7,239.48161,75.1069,304.026,0.2977,34.7375,14.611
AN2015_03,CB1 e204,2015,9,7,239.48161,75.1069,304.026,0.2977,34.7375,14.611
AN2015_03,CB1 e204,2015,9,7,239.48161,75.1069,394.698,0.4109,34.8124,15.3
AN2015_03,CB1 e204,2015,9,7,239.48161,75.1069,394.698,0.4109,34.8124,15.3
AN2015_03,CB1 e204,2015,9,7,239.48161,75.1069,404.99701,0.4136,34.8155,15.121
AN2015_03,CB1 e204,2015,9,7,239.48161,75.1069,404.99701,0.4136,34.8155,15.121
AN2015_03,CB1 e204,2015,9,7,239.48161,75.1069,423.82401,0.4171,34.8237,15.034
AN2015_03,CB1 e204,2015,9,7,239.48161,75.1069,423.82401,0.4171,34.8237,15.034
AN2015_03,CB1 e204,2015,9,7,239.48161,75.1069,46.078,-1.406,31.7275,5.75
AN2015_03,CB1 e204,2015,9,7,239.48161,75.1069,46.078,-1.406,31.7275,5.75
AN2015_03,CB1 e204,2015,9,7,239.48161,75.1069,51.249,-1.3442,31.8815,7.113
AN2015_03,CB1 e204,2015,9,7,239.48161,75.1069,51.249,-1.3442,31.8815,7.113
AN2015_03,CB1 e204,2015,9,7,239.48161,75.1069,61.176,-1.3422,32.1615,10.177
AN2015_03,CB1 e204,2015,9,7,239.48161,75.1069,61.176,-1.3422,32.1615,10.177
AN2015_03,CB1 e204,2015,9,7,239.48161,75.1069,76.516,-1.3894,32.4562,12.74
AN2015_03,CB1 e204,2015,9,7,239.48161,75.1069,76.516,-1.3894,32.4562,12.74
AN2015_03,CB2,2015,9,9,230.76584,75.80638,1.699,-0.7582,26.8916,0
AN2015_03,CB2,2015,9,9,230.76584,75.80638,1.699,-0.7582,26.8916,0
AN2015_03,CB2,2015,9,9,230.76584,75.80638,101.665,-1.3035,32.4161,12.302
AN2015_03,CB2,2015,9,9,230.76584,75.80638,101.665,-1.3035,32.4161,12.302
AN2015_03,CB2,2015,9,9,230.76584,75.80638,1014.16602,-0.0393,34.8827,12.376
AN2015_03,CB2,2015,9,9,230.76584,75.80638,1014.16602,-0.0393,34.8827,12.376
AN2015_03,CB2,2015,9,9,230.76584,75.80638,121.718,-1.3698,32.6385,13.802
AN2015_03,CB2,2015,9,9,230.76584,75.80638,121.718,-1.3698,32.6385,13.802
AN2015_03,CB2,2015,9,9,230.76584,75.80638,1217.17004,-0.1657,34.894,12.563
AN2015_03,CB2,2015,9,9,230.76584,75.80638,1217.17004,-0.1657,34.894,12.563
AN2015_03,CB2,2015,9,9,230.76584,75.80638,1318.48901,-0.2356,34.9027,12.994
AN2015_03,CB2,2015,9,9,230.76584,75.80638,1318.48901,-0.2356,34.9027,12.994
AN2015_03,CB2,2015,9,9,230.76584,75.80638,1355.51001,-0.269,34.9072,13.184
AN2015_03,CB2,2015,9,9,230.76584,75.80638,1355.51001,-0.269,34.9072,13.184
AN2015_03,CB2,2015,9,9,230.76584,75.80638,142.317,-1.3924,32.8833,15.71
AN2015_03,CB2,2015,9,9,230.76584,75.80638,142.317,-1.3924,32.8833,15.71
AN2015_03,CB2,2015,9,9,230.76584,75.80638,152.367,-1.4,33.0611,15.468
AN2015_03,CB2,2015,9,9,230.76584,75.80638,152.367,-1.4,33.0611,15.468
AN2015_03,CB2,2015,9,9,230.76584,75.80638,202.483,-0.7646,34.1331,14.32
AN2015_03,CB2,2015,9,9,230.76584,75.80638,202.483,-0.7646,34.1331,14.32
AN2015_03,CB2,2015,9,9,230.76584,75.80638,25.838,-1.0577,29.3578,0
AN2015_03,CB2,2015,9,9,230.76584,75.80638,25.838,-1.0577,29.3578,0
AN2015_03,CB2,2015,9,9,230.76584,75.80638,303.76599,0.3177,34.7118,13.44
AN2015_03,CB2,2015,9,9,230.76584,75.80638,303.76599,0.3177,34.7118,13.44
AN2015_03,CB2,2015,9,9,230.76584,75.80638,405.423,0.6088,34.8224,12.449
AN2015_03,CB2,2015,9,9,230.76584,75.80638,405.423,0.6088,34.8224,12.449
AN2015_03,CB2,2015,9,9,230.76584,75.80638,41.024,-1.3449,30.3889,0.277
AN2015_03,CB2,2015,9,9,230.76584,75.80638,41.024,-1.3449,30.3889,0.277
AN2015_03,CB2,2015,9,9,230.76584,75.80638,506.27301,0.4816,34.8392,12.409
AN2015_03,CB2,2015,9,9,230.76584,75.80638,506.27301,0.4816,34.8392,12.409
AN2015_03,CB2,2015,9,9,230.76584,75.80638,59.368,-0.5298,31.394,4.891
AN2015_03,CB2,2015,9,9,230.76584,75.80638,59.368,-0.5298,31.394,4.891
AN2015_03,CB2,2015,9,9,230.76584,75.80638,607.49799,0.36870000000000003,34.8542,12.443
AN2015_03,CB2,2015,9,9,230.76584,75.80638,607.49799,0.36870000000000003,34.8542,12.443
AN2015_03,CB2,2015,9,9,230.76584,75.80638,66.404,-0.8753,31.7628,7.495
AN2015_03,CB2,2015,9,9,230.76584,75.80638,66.404,-0.8753,31.7628,7.495
AN2015_03,CB2,2015,9,9,230.76584,75.80638,76.26,-1.004,31.9613,9.156
AN2015_03,CB2,2015,9,9,230.76584,75.80638,76.26,-1.004,31.9613,9.156
AN2015_03,CB2,2015,9,9,230.76584,75.80638,810.677,0.1339,34.8702,12.479
AN2015_03,CB2,2015,9,9,230.76584,75.80638,810.677,0.1339,34.8702,12.479
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,100.602,-1.1174,32.2051,10.972
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,100.602,-1.1174,32.2051,10.972
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,1013.17401,-0.0016,34.8731,12.52
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,1013.17401,-0.0016,34.8731,12.52
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,120.908,-1.284,32.4421,12.296
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,120.908,-1.284,32.4421,12.296
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,1216.48096,-0.1457,34.8899,12.777
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,1216.48096,-0.1457,34.8899,12.777
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,141.34801,-1.3717,32.6521,13.617
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,141.34801,-1.3717,32.6521,13.617
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,1420.48901,-0.2531,34.9042,13.007
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,1420.48901,-0.2531,34.9042,13.007
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,1521.73596,-0.2965,34.9105,13.193
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,1521.73596,-0.2965,34.9105,13.193
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,181.892,-1.4342,33.0932,15.841
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,181.892,-1.4342,33.0932,15.841
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,2.013,-1.3389,26.6771,0
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,2.013,-1.3389,26.6771,0
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,202.467,-1.3389,33.4394,14.819
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,202.467,-1.3389,33.4394,14.819
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,25.046,-1.0063,28.5135,0
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,25.046,-1.0063,28.5135,0
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,252.59599,-0.4508,34.3479,11.899
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,252.59599,-0.4508,34.3479,11.899
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,303.34698,0.1786,34.605,11.853
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,303.34698,0.1786,34.605,11.853
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,40.154,-1.1712,28.9392,0
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,40.154,-1.1712,28.9392,0
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,404.78,0.708,34.7945,12.227
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,404.78,0.708,34.7945,12.227
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,484.733,0.8099,34.8326,12.395
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,484.733,0.8099,34.8326,12.395
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,58.435,-0.189,31.0694,1.572
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,58.435,-0.189,31.0694,1.572
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,607.28302,0.578,34.8485,12.402
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,607.28302,0.578,34.8485,12.402
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,75.708,-0.6858,31.691,6.549
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,75.708,-0.6858,31.691,6.549
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,810.05402,0.234,34.8616,12.397
AN2015_03,CB3_ou_GC1,2015,9,13,219.95651,76.99039,810.05402,0.234,34.8616,12.397
AN2015_03,CB4,2015,9,15,210.00864,74.99993,10.625,-0.491,25.2201,0.014
AN2015_03,CB4,2015,9,15,210.00864,74.99993,10.625,-0.491,25.2201,0.014
AN2015_03,CB4,2015,9,15,210.00864,74.99993,101.342,-0.8404,31.9652,8.933
AN2015_03,CB4,2015,9,15,210.00864,74.99993,101.342,-0.8404,31.9652,8.933
AN2015_03,CB4,2015,9,15,210.00864,74.99993,1013.92102,0.0195,34.87,13.04
AN2015_03,CB4,2015,9,15,210.00864,74.99993,1013.92102,0.0195,34.87,13.04
AN2015_03,CB4,2015,9,15,210.00864,74.99993,121.39,-1.142,32.2541,11.202
AN2015_03,CB4,2015,9,15,210.00864,74.99993,121.39,-1.142,32.2541,11.202
AN2015_03,CB4,2015,9,15,210.00864,74.99993,1216.87695,-0.1391,34.8829,13.368
AN2015_03,CB4,2015,9,15,210.00864,74.99993,1216.87695,-0.1391,34.8829,13.368
AN2015_03,CB4,2015,9,15,210.00864,74.99993,1420.39795,-0.2536,34.8971,13.626
AN2015_03,CB4,2015,9,15,210.00864,74.99993,1420.39795,-0.2536,34.8971,13.626
AN2015_03,CB4,2015,9,15,210.00864,74.99993,151.86,-1.3257,32.5724,13.264
AN2015_03,CB4,2015,9,15,210.00864,74.99993,151.86,-1.3257,32.5724,13.264
AN2015_03,CB4,2015,9,15,210.00864,74.99993,1521.91797,-0.2964,34.904,12.281
AN2015_03,CB4,2015,9,15,210.00864,74.99993,1521.91797,-0.2964,34.904,12.281
AN2015_03,CB4,2015,9,15,210.00864,74.99993,2.702,-0.5028,25.1961,0.008
AN2015_03,CB4,2015,9,15,210.00864,74.99993,2.702,-0.5028,25.1961,0.008
AN2015_03,CB4,2015,9,15,210.00864,74.99993,202.666,-1.4708,33.0224,16.447
AN2015_03,CB4,2015,9,15,210.00864,74.99993,202.666,-1.4708,33.0224,16.447
AN2015_03,CB4,2015,9,15,210.00864,74.99993,222.72099,-1.4667,33.2434,16.369
AN2015_03,CB4,2015,9,15,210.00864,74.99993,222.72099,-1.4667,33.2434,16.369
AN2015_03,CB4,2015,9,15,210.00864,74.99993,25.868,-0.2173,27.5725,0.013
AN2015_03,CB4,2015,9,15,210.00864,74.99993,25.868,-0.2173,27.5725,0.013
AN2015_03,CB4,2015,9,15,210.00864,74.99993,253.274,-1.1762,33.7932,14.911
AN2015_03,CB4,2015,9,15,210.00864,74.99993,253.274,-1.1762,33.7932,14.911
AN2015_03,CB4,2015,9,15,210.00864,74.99993,304.10199,-0.2441,34.426,14.18
AN2015_03,CB4,2015,9,15,210.00864,74.99993,304.10199,-0.2441,34.426,14.18
AN2015_03,CB4,2015,9,15,210.00864,74.99993,405.215,0.6265,34.7753,13.222
AN2015_03,CB4,2015,9,15,210.00864,74.99993,405.215,0.6265,34.7753,13.222
AN2015_03,CB4,2015,9,15,210.00864,74.99993,506.49399,0.7364,34.8248,13.275
AN2015_03,CB4,2015,9,15,210.00864,74.99993,506.49399,0.7364,34.8248,13.275
AN2015_03,CB4,2015,9,15,210.00864,74.99993,51.134,-0.4558,29.3427,0.051
AN2015_03,CB4,2015,9,15,210.00864,74.99993,51.134,-0.4558,29.3427,0.051
AN2015_03,CB4,2015,9,15,210.00864,74.99993,607.51398,0.5902,34.8438,13.144
AN2015_03,CB4,2015,9,15,210.00864,74.99993,607.51398,0.5902,34.8438,13.144
AN2015_03,CB4,2015,9,15,210.00864,74.99993,72.215,-0.0134,31.0466,0.663
