292.44	6.0634	6	4.6778	4.6772	2.7986	2.7985	29.008	29.007	7.3855	2.3317	0.10222	0.14726	0.10315	4.4943	0.30595	95.918	0.72327	0.59599
296.08	8.0846	8	4.545	4.5201	2.8181	2.8198	29.349	29.391	7.2884	2.3173	0.10017	0.14725	0.10872	4.4975	0.086087	95.988	0.59735	0.45473
299.01	10.106	10	3.631	3.4077	2.8834	2.8935	30.948	31.282	7.653	2.3395	0.084723	0.13344	0.085538	4.5196	0.0039658	96.459	0.14285	-0.055146
302.02	12.127	12	2.7933	2.6905	2.875	2.8692	31.658	31.689	7.736	2.3536	0.053196	0.11645	0.079757	4.5814	0.0024132	97.779	-0.12391	-0.35441
305.7	14.148	14	1.2324	1.2142	2.7852	2.784	32.115	32.118	7.9334	2.3478	0.047368	0.10169	0.066323	4.5926	0.0024107	98.018	0.42976	0.26672
308.3	16.169	16	-0.30506	-0.32773	2.7215	2.7214	32.914	32.936	7.7818	2.2992	0.049654	0.099571	0.071982	4.5699	0.0024252	97.533	1.5675	1.5431
311.09	18.191	18	-1.3065	-1.3385	2.6943	2.6938	33.641	33.671	6.8747	2.1735	0.056035	0.09955	0.12028	4.4957	0.0024636	95.948	4.6784	5.033
314.11	20.213	20	-1.4214	-1.4227	2.6914	2.6916	33.731	33.735	6.2499	1.9747	0.06267	0.09132	0.34769	4.2522	0.0024155	90.75	4.8112	5.182
316.5	22.234	22	-1.4595	-1.4599	2.6918	2.692	33.778	33.782	6.5058	1.8997	0.061129	0.086741	0.43322	4.2558	0.0024022	90.827	4.5973	4.942
319.42	24.255	24	-1.4824	-1.4845	2.6916	2.6917	33.8	33.804	6.7706	1.9098	0.058045	0.087397	0.31957	4.3474	0.0024254	92.783	4.593	4.9372
322.36	26.276	26	-1.5074	-1.5088	2.6911	2.6912	33.82	33.823	6.8818	1.9328	0.055687	0.088269	0.27451	4.4064	0.0024086	94.043	4.7777	5.1444
324.62	28.297	28	-1.5252	-1.526	2.6906	2.6907	33.833	33.835	6.8985	1.9446	0.054332	0.089278	0.22367	4.4509	0.0024	94.993	4.7579	5.1222
327.77	30.319	30	-1.5419	-1.5439	2.6901	2.6901	33.843	33.846	6.8922	1.9511	0.05369	0.088312	0.22007	4.4399	0.0024	94.758	4.7175	5.0768
330.5	32.341	32	-1.5683	-1.5691	2.6918	2.692	33.895	33.899	7.0097	1.959	0.052954	0.088713	0.23238	4.4269	0.0024041	94.481	4.3549	4.6701
332.9	34.362	34	-1.5809	-1.5811	2.6981	2.6985	33.996	34.002	7.3143	1.982	0.053039	0.089939	0.23793	4.4257	0.0024184	94.456	3.094	3.2555
335.94	36.384	36	-1.6175	-1.6194	2.7048	2.705	34.13	34.134	7.7931	2.0646	0.052501	0.092965	0.20583	4.4624	0.0024001	95.238	2.1571	2.2045
338.33	38.405	38	-1.6795	-1.6812	2.7046	2.7047	34.197	34.2	7.8115	2.1146	0.05147	0.092261	0.20303	4.4163	0.0024064	94.254	2.8007	2.9265
341.08	40.426	40	-1.7331	-1.7357	2.7043	2.7044	34.254	34.259	7.6124	2.1212	0.051504	0.088044	0.34858	4.2202	0.0024	90.067	3.4789	3.6873
343.92	42.447	42	-1.7612	-1.7617	2.7056	2.7057	34.302	34.305	7.4819	2.1015	0.051519	0.085473	0.6328	3.9531	0.0024	84.363	3.8442	4.0971
346.51	44.47	44	-1.7637	-1.764	2.7058	2.7059	34.308	34.31	7.4475	2.0851	0.051595	0.085805	1.1098	3.6786	0.0024417	78.5	3.8294	4.0805
349.57	46.491	46	-1.7639	-1.7642	2.7059	2.706	34.308	34.309	7.4385	2.0744	0.05178	0.086885	1.4493	3.6307	0.0024316	77.479	3.7952	4.0422
352.4	48.512	48	-1.7639	-1.7642	2.7059	2.706	34.307	34.308	7.4393	2.0699	0.051645	0.086995	1.5142	3.5849	0.0024137	76.499	3.8616	4.1167
355.54	50.534	50	-1.7635	-1.7639	2.706	2.7061	34.306	34.307	7.4424	2.0678	0.051453	0.088416	1.6053	3.53	0.0024281	75.328	3.8157	4.0652
